"video_id","title","channel","upload_date","duration_sec","category","brand_or_source","actor","source_url","local_filename"
"ZjaOdXCXgJw","Manikchand","Kailash Surendranath","20120616","64","Promotional","Manikchand","Not identified","https://www.youtube.com/watch?v=ZjaOdXCXgJw","Videos\Promotional\ZjaOdXCXgJw.mp4"
"OWSC-C447aY","MANIKCHAND","Satya Manik Afsar","20160125","62","Promotional","Manikchand","Not identified","https://www.youtube.com/watch?v=OWSC-C447aY","Videos\Promotional\OWSC-C447aY.mp4"
"JWnkH7vjXTg","Uche Log Uchi Pasand Manikchand Old Indian Doordarshan Ad","All About 90's Life","20140721","30","Promotional","Manikchand","Not identified","https://www.youtube.com/watch?v=JWnkH7vjXTg","Videos\Promotional\JWnkH7vjXTg.mp4"
"-vFLsll_Gpk","Manikchand Oxyrich Govinda","Gits","20140201","39","Promotional","Manikchand","Govinda","https://www.youtube.com/watch?v=-vFLsll_Gpk","Videos\Promotional\-vFLsll_Gpk.mp4"
"2gK6XVlfdK0","GOA Gutkha Ad.","MrGOAGUTKHA","20120307","34","Promotional","Manikchand","Not identified","https://www.youtube.com/watch?v=2gK6XVlfdK0","Videos\Promotional\2gK6XVlfdK0.mp4"
"i8sQcC6wF1Q","Goa Pan Masala Ad (Second Version) | Featuring Paresh Rawal | Directed by A H Siddiqui","Rafat Films Entertainment","20250306","61","Promotional","Goa1000","Paresh Rawal","https://www.youtube.com/watch?v=i8sQcC6wF1Q","Videos\Promotional\i8sQcC6wF1Q.mp4"
"H2qy5DVUOw8","GOA Pan Masala | Iconic 1990 Ad in Sholay’s Gabbar Scene – ""Kitne Aadmi The?"" 🎬","Rafat Films Entertainment","20250317","61","Promotional","Goa1000","Not identified","https://www.youtube.com/watch?v=H2qy5DVUOw8","Videos\Promotional\H2qy5DVUOw8.mp4"
"NEkFNbY2ZJU","Goa – Iconic Pan Masala Ad Film | Paresh Rawal & Mohan Joshi | Directed by A H Siddiqui","Rafat Films Entertainment","20250218","62","Promotional","Goa1000","Paresh Rawal; Mohan Joshi","https://www.youtube.com/watch?v=NEkFNbY2ZJU","Videos\Promotional\NEkFNbY2ZJU.mp4"
"S2pF1WuMy2M","Goa Pan Masala Ad (90s) | Featuring Sajid Khan | A H Siddiqui | Rafat Films Entertainment","Rafat Films Entertainment","20250228","62","Promotional","Goa1000","Sajid Khan","https://www.youtube.com/watch?v=S2pF1WuMy2M","Videos\Promotional\S2pF1WuMy2M.mp4"
"tvgJjsc0xUs","RMD","Shyam Salgaonkar - Sally","20160409","50","Promotional","RMD","Not identified","https://www.youtube.com/watch?v=tvgJjsc0xUs","Videos\Promotional\tvgJjsc0xUs.mp4"
"rIYna5PfdDU","RMD","Shyam Salgaonkar - Sally","20160409","70","Promotional","RMD","Not identified","https://www.youtube.com/watch?v=rIYna5PfdDU","Videos\Promotional\rIYna5PfdDU.mp4"
"A2GEyAxegRY","Ranveer Singh Motivational Video | Royal Stag Music CD's TVC","ASF Productions","20210301","103","Promotional","RoyalStag","Ranveer Singh","https://www.youtube.com/watch?v=A2GEyAxegRY","Videos\Promotional\A2GEyAxegRY.mp4"
"wE8AsupuJAI","Imperial Blue - Lift","Soda Films","20140517","22","Promotional","RoyalStag","Not identified","https://www.youtube.com/watch?v=wE8AsupuJAI","Videos\Promotional\wE8AsupuJAI.mp4"
"Hb8o6UzLB-k","Don't Give Me Small. I'm Made For Large. (Hindi - 30 sec)","Royal Stag Live It Large","20171223","30","Promotional","RoyalStag","Not identified","https://www.youtube.com/watch?v=Hb8o6UzLB-k","Videos\Promotional\Hb8o6UzLB-k.mp4"
"5rX-wl7b5Vg","Don't Give Me Small. I'm Made For Large. (Hindi - 20 sec)","Royal Stag Live It Large","20180219","20","Promotional","RoyalStag","Not identified","https://www.youtube.com/watch?v=5rX-wl7b5Vg","Videos\Promotional\5rX-wl7b5Vg.mp4"
"M98NqbcWdyI","Royal Stag - It's Our Life. We Live It Large.","Royal Stag Live It Large","20230603","60","Promotional","RoyalStag","Not identified","https://www.youtube.com/watch?v=M98NqbcWdyI","Videos\Promotional\M98NqbcWdyI.mp4"
"V30umsF1l7c","House of McDowell’s Soda | Firsts With Friends | Yaaron Waali Baat | Kartik Aaryan | Hindi","McDowell's Yaaron Waali Baat","20251008","60","Promotional","McDowells","Kartik Aaryan","https://www.youtube.com/watch?v=V30umsF1l7c","Videos\Promotional\V30umsF1l7c.mp4"
"hbQ4dEjaJ6c","McDowell’s No1 Soda - #No1YaarHoTum (Manifesto)","Crazy Few Films","20201029","155","Promotional","McDowells","Not identified","https://www.youtube.com/watch?v=hbQ4dEjaJ6c","Videos\Promotional\hbQ4dEjaJ6c.mp4"
"DfohsAEWphs","House of McDowell’s Soda | Firsts With Friends | Yaaron Waali Baat | Vijay Deverakonda | Telugu","McDowell's Yaaron Waali Baat","20250924","45","Promotional","McDowells","Vijay Deverakonda","https://www.youtube.com/watch?v=DfohsAEWphs","Videos\Promotional\DfohsAEWphs.mp4"
"hvx16M1Pe9w","House of McDowell’s Soda | Firsts With Friends | Yaaron Waali Baat | Vijay Deverakonda | Telugu","McDowell's Yaaron Waali Baat","20251008","60","Promotional","McDowells","Vijay Deverakonda","https://www.youtube.com/watch?v=hvx16M1Pe9w","Videos\Promotional\hvx16M1Pe9w.mp4"
"ZPkbtIBypb0","House Of McDowell's Soda | Holi On Wheels","McDowell's Yaaron Waali Baat","20260302","338","Promotional","McDowells","Tanmay Bhat; Aaditya Kulshreshtha (Kullu); Aishwarya Mohanraj; Anuj Gupta","https://www.youtube.com/watch?v=ZPkbtIBypb0","Videos\Promotional\ZPkbtIBypb0.mp4"
"XxZ91r8k7HY","Bagpiper - Ajay Devgan","OSTROV73","20080906","46","Promotional","Bagpiper","Ajay Devgn","https://www.youtube.com/watch?v=XxZ91r8k7HY","Videos\Promotional\XxZ91r8k7HY.mp4"
"5mwDEv-TSEk","Bagpiper club soda old ads | ft. venkatesh prasad | old doordarshan ads","Old Home Travels Ads","20260220","94","Promotional","Bagpiper","Venkatesh Prasad","https://www.youtube.com/watch?v=5mwDEv-TSEk","Videos\Promotional\5mwDEv-TSEk.mp4"
"v1BSLZiscYE","Bagpiper club soda old ads | ft. venkatesh prasad | old doordarshan ads","90s time travels","20231203","94","Promotional","Bagpiper","Venkatesh Prasad","https://www.youtube.com/watch?v=v1BSLZiscYE","Videos\Promotional\v1BSLZiscYE.mp4"
"ZdlX7gvDZ0U","Bagpiper Ads (2001) - TVC - Akshay Kumar","4everBollyfan","20090223","26","Promotional","Bagpiper","Akshay Kumar","https://www.youtube.com/watch?v=ZdlX7gvDZ0U","Videos\Promotional\ZdlX7gvDZ0U.mp4"
"d87xnW1n3Ms","OLD VHS CASSETTE BAGPIPER CLUB SODA ADD BY SHATRUGHAN SINHA","vhs vcr pLay","20231008","14","Promotional","Bagpiper","Shatrughan Sinha","https://www.youtube.com/watch?v=d87xnW1n3Ms","Videos\Promotional\d87xnW1n3Ms.mp4"
"MGrjU_VcO5E","Heartbeat | Seagram’s Imperial Blue Packaged Drinking Water #BecauseMenWillBeMen","Seagram's Imperial Blue Packaged Drinking Water","20221109","10","Promotional","ImperialBlue","Not identified","https://www.youtube.com/watch?v=MGrjU_VcO5E","Videos\Promotional\MGrjU_VcO5E.mp4"
"ehkKKPTZhAA","The Dream | Because Men Will Be Men | Seagram's Imperial Blue Packaged Drinking Water","Seagram's Imperial Blue Packaged Drinking Water","20241122","30","Promotional","ImperialBlue","Not identified","https://www.youtube.com/watch?v=ehkKKPTZhAA","Videos\Promotional\ehkKKPTZhAA.mp4"
"gN8Ol4w9u6s","9 Best Ads Of Imperial Blue","Cave House","20170628","260","Promotional","ImperialBlue","Not identified","https://www.youtube.com/watch?v=gN8Ol4w9u6s","Videos\Promotional\gN8Ol4w9u6s.mp4"
"kJofDnUYPhw","Men Will Be Men | Imperial Blue Music CD | Ads Collection","Ads Forum","20210102","364","Promotional","ImperialBlue","Not identified","https://www.youtube.com/watch?v=kJofDnUYPhw","Videos\Promotional\kJofDnUYPhw.mp4"
"BwlGHrC73tA","Officer's Choice Music Anthem","Triton Communications","20151229","193","Promotional","OfficersChoice","Not identified","https://www.youtube.com/watch?v=BwlGHrC73tA","Videos\Promotional\BwlGHrC73tA.mp4"
"mt4Cf63vFyI","Officer’s Choice Blue Water - New TVC - Taste The Thrill","Officer's Choice Blue ","20220707","20","Promotional","OfficersChoice","Not identified","https://www.youtube.com/watch?v=mt4Cf63vFyI","Videos\Promotional\mt4Cf63vFyI.mp4"
"eDkDQ2sid4o","Officer's Choice Train","Chetan Bharadwaj","20131001","27","Promotional","OfficersChoice","Not identified","https://www.youtube.com/watch?v=eDkDQ2sid4o","Videos\Promotional\eDkDQ2sid4o.mp4"
